	score-min	score-med	score-max	score-std	unique_rate	nevals
0	1.6274436317959553	3.5783151619855937	inf	0.6590572964233687	1.0	200
1	1.6274436317959553	4.532127837083445	inf	0.8539081504033512	0.7	151
2	1.6274436317959553	inf	inf	0.7240034035727219	0.665	154
3	1.6274436317959553	3.569279892431027	inf	0.7048736807395148	0.575	144
4	1.6274436317959553	1.6899029008243898	inf	0.5570654098040407	0.525	142
5	1.6274436317959553	1.6274436317959553	inf	0.34589739754560284	0.475	147
6	1.6274436317959553	1.6274436317959553	inf	0.3481089962895135	0.425	147
7	1.6274436317959553	1.6274436317959553	inf	0.3753557509297325	0.365	132
8	1.6274436317959553	1.6274436317959553	inf	0.5660622563173775	0.45	151
9	1.6274436317959553	1.6274436317959553	inf	0.5407593033290908	0.445	139
10	1.6274436317959553	inf	inf	0.5091524337434066	0.45	157
11	1.6274436317959553	3.0855203733325185	inf	0.5842743801159349	0.45	143
12	1.3474978788797258	2.5473184957346198	inf	0.5997047325437961	0.465	148
13	1.3474978788797258	3.565214033092792	inf	0.51435818502425	0.47	156
14	1.3474978788797258	3.5717645976663244	inf	0.5419552869796194	0.53	163
15	1.3474978788797256	inf	inf	0.5215784280480498	0.535	147
16	1.3466013331249957	inf	inf	0.36291722082226197	0.53	134
17	1.3466013331249957	inf	inf	0.6027166575466825	0.585	152
18	1.3466013331249946	inf	inf	0.6968858504926345	0.615	152
19	1.3458874322067622	inf	inf	0.48265275629964405	0.65	152
20	1.3447578396077777	inf	inf	0.41415953510630876	0.675	152
21	1.343397321734713	3.650360937066953	inf	0.5823576237830302	0.73	157
22	1.343397321734713	3.5146785033758956	inf	0.4976728701626072	0.71	151
23	1.256647794659643	2.016946108909128	inf	0.6437297481205514	0.72	152
24	1.256647794659643	2.0169461089095693	inf	0.5190187003306779	0.7	155
25	1.2566057661723973	2.016946108907125	inf	0.5212468729577011	0.69	154
26	1.2566057661723973	3.5702688501429907	inf	0.7194765143654663	0.735	152
27	1.2566057661723864	3.5168365647048407	inf	0.8514175607211203	0.7	153
28	1.2566057661723864	3.1920830554543183	inf	0.7549878722764174	0.64	146
29	1.2566057661723864	3.578315169478078	inf	0.9284518050701943	0.665	148
30	1.2566057661723864	3.1232858552727967	inf	0.7370174917095128	0.7	157
31	1.2566057661723864	3.5783864211661403	inf	0.8142109968227889	0.655	141
32	1.2566057661723864	3.578315224461308	inf	0.8246377304395873	0.66	146
33	1.2566057661723864	2.0157487398810963	inf	0.797250269182093	0.68	154
34	1.2566057661723864	1.5302664631327698	inf	0.8309879144509138	0.66	149
35	1.2566057661723864	3.578315270809263	inf	0.7420528276643988	0.645	157
36	1.2566057661723864	1.5697100649766327	inf	0.6621127087427428	0.645	157
37	1.2566057661723864	1.5736412469466294	inf	0.6340976062218744	0.615	157
38	1.256342827710541	1.7580634355087064	inf	0.7915505159224852	0.615	165
39	1.256342827710541	3.5783151730598455	inf	0.8625144089397431	0.665	160
40	1.2501973459247562	3.578408340490106	inf	0.6761885484000543	0.685	155
41	1.2501973459247562	3.535505162698769	inf	0.8075494946117482	0.66	152
42	1.250131147366951	3.5783152132779312	inf	0.93224400932666	0.63	138
43	1.250131147366951	3.5783152472537143	inf	0.854403972208541	0.61	142
44	1.250131147366951	3.5784376937651556	inf	0.8966780109514517	0.69	161
45	1.250131147366951	3.578315329030114	inf	0.8859792875233977	0.65	153
46	1.250131147366951	1.7681832555390096	inf	0.729424992568271	0.605	139
47	1.250131147366951	1.9953018642060973	inf	0.855107570882228	0.6	148
48	1.250131147366951	3.5783152370577125	inf	0.6814072654101735	0.6	152
49	1.250131147366951	1.995301864201172	inf	0.7555660240003614	0.53	141
50	1.250131147366951	1.5261158224012994	inf	0.7755946711694964	0.56	158
51	1.250131147366951	1.981986945448695	inf	0.7656226531826782	0.525	150
52	1.250131147366951	1.256967847226009	inf	0.7771360697207234	0.52	137
53	1.250131147366951	2.7540700331773014	inf	0.7820344432972326	0.525	141
54	1.250131147366951	3.578315403039418	inf	0.911694825174401	0.61	163
55	1.250131147366951	1.3386718199857546	inf	0.8578699448812742	0.575	143
56	1.250131147366951	1.960371376793199	inf	0.8003786737469014	0.61	155
57	1.250131147366951	1.6539346281980294	inf	0.7964369705647227	0.57	146
58	1.250131147366951	1.3386718199259509	inf	0.7710116863499576	0.57	153
59	1.250131147366951	1.256333115467812	inf	0.684397840086421	0.535	131
60	1.250131147366951	1.3386718221501273	inf	0.5984085919473673	0.535	148
61	1.250131147366951	1.4300747145969512	inf	0.8107544822632113	0.56	145
62	1.250131147366951	1.9953018642015734	inf	0.7584106911807302	0.575	155
63	1.250131147366951	3.5783152147082804	inf	0.7482781716635902	0.535	156
64	1.250131147366951	3.5775101739390034	inf	0.9218890813150431	0.635	165
65	1.250131147366951	1.3430991276462605	inf	0.5910829555143733	0.53	149
66	1.250131147366951	1.8531194582419044	inf	0.6729419922942349	0.55	149
67	1.250131147366951	1.995301864201561	inf	0.7553681562531712	0.555	153
68	1.250131147366951	1.4296296218634086	inf	0.7429895589239432	0.53	155
69	1.250131147366951	1.2538463623218412	inf	0.7246786427860659	0.52	143
70	1.250131147366951	1.2601704856848275	inf	0.8770245432004403	0.51	148
71	1.250131147366951	3.5783152479605644	inf	0.9289687719179388	0.52	159
72	1.250131147366951	3.578315308423081	inf	0.8117628648541177	0.575	153
73	1.250131147366951	2.0212740026365257	inf	0.8117776189678851	0.475	149
74	1.250131147366951	2.008616784263743	inf	0.8984176851978922	0.515	150
75	1.250131147366951	1.2606064638100216	inf	0.7969283049225812	0.525	148
76	1.2483008462234704	1.7650471938860606	inf	0.8257801275720892	0.53	164
77	1.2483008462234704	3.5783152221752896	inf	0.8408632227749958	0.545	151
78	1.2483008462234704	1.3386718223122394	inf	0.8610247369020825	0.53	146
79	1.2483008462234704	1.4296296196930744	inf	0.6284272023038467	0.54	143
80	1.2483008462234704	2.008616783133184	inf	0.763211824064841	0.65	149
81	1.2483008462234704	3.5783151968705393	inf	0.8645382967234752	0.635	161
82	1.2483008462234704	inf	inf	0.8299905520173412	0.64	162
83	1.2483008462234704	3.5783152667112073	inf	0.7544465432021438	0.635	166
84	1.2483008462234704	3.5783153620524097	inf	0.7468824392893504	0.625	159
85	1.2483008462234704	3.578315183388911	inf	0.8658919000155586	0.555	149
86	1.2483008462234704	3.578315203916305	inf	0.9295082561307211	0.61	157
87	1.2483008462234704	3.57831524319156	inf	0.8571525430751499	0.555	144
88	1.2483008462234704	3.578315230670588	inf	0.8001321383998438	0.54	158
89	1.2483008462234704	3.578315245373478	inf	0.7135160995937199	0.585	151
90	1.2483008462234704	3.5783152834314276	inf	0.901875521169704	0.585	158
91	1.2483008462234704	1.3403736630648049	inf	0.8857707365259676	0.49	147
92	1.2483008462234704	1.2483008462240348	inf	0.6782004134527224	0.47	141
93	1.2483008462234704	inf	inf	0.6721174028080343	0.565	154
94	1.2483008462234704	3.5783152577878656	inf	0.9138045537741376	0.575	161
95	1.2483008462234704	1.256647794659643	inf	0.7882691746982513	0.53	155
96	1.2483008462234704	3.5783152489871894	inf	0.7087994897952259	0.505	146
97	1.2483008462234704	1.250164246645885	inf	0.792598295563026	0.47	148
98	1.2311457781726405	3.5783152685669624	inf	0.7580004604719978	0.55	153
99	1.2311457781726405	3.5783152788467336	inf	0.8198412143061226	0.57	156
100	1.2311457781726405	3.578315255202437	inf	0.7857467224370477	0.545	154
